员工编号,姓名,部门,岗位序列,职级,学历,工作城市,入职日期,司龄(年),基本工资,绩效工资,岗位津贴,餐补交通补,应发工资,五险一金个人部分,个税扣除,实发工资,本年度绩效评级,是否在职
EMP0958,徐佳,技术研发部,运营序列,P3,本科,深圳,2024-03-24,1.3,14205,5094,1119,1011,21429,2250,1314,17865,S,是
EMP0959,高丽华,技术研发部,运营序列,P1,博士,杭州,2021-11-07,3.6,6432,1168,529,1753,9882,1037,390,8455,A,是
EMP0960,祁婷婷,运营部,产品序列,P1,硕士,西安,2023-04-18,2.2,5917,2067,697,432,9113,956,329,7828,B,是
EMP0961,吴东,技术研发部,销售序列,P4,硕士,广州,2019-01-11,6.5,20706,4883,2201,1426,29216,3067,1937,24212,B,是
EMP0962,孙艳,财务部,销售序列,P3,本科,广州,2022-11-27,2.6,12258,2570,811,1410,17049,1790,963,14296,A,是
EMP0963,罗璐,产品部,运营序列,P1,大专,上海,2025-01-23,0.4,8292,3573,671,894,13430,1410,674,11346,B,是
EMP0964,吴娜,市场部,运营序列,P4,本科,杭州,2022-01-13,3.5,22226,3457,3111,914,29708,3119,1976,24613,B,是
EMP0965,康秀芳,产品部,运营序列,P1,本科,广州,2024-09-07,0.8,7276,2046,864,622,10808,1134,464,9210,B,是
EMP0966,姜楠,产品部,技术序列,P5,本科,西安,2021-06-03,4.1,21341,3339,3171,1757,29608,3108,1968,24532,B,是
EMP0967,闻琴,运营部,产品序列,P3,硕士,广州,2021-03-19,4.3,10919,3221,1383,1753,17276,1813,982,14481,B,是
EMP0968,李丽丽,产品部,技术序列,P1,硕士,武汉,2020-11-19,4.6,6056,1818,873,1734,10481,1100,438,8943,B,是
EMP0969,熊玉华,财务部,运营序列,P4,硕士,成都,2025-04-05,0.2,13114,3232,939,1606,18891,1983,1111,15797,B,是
EMP0970,王桂花,市场部,运营序列,P3,本科,西安,2024-03-13,1.3,8760,1661,1113,656,12190,1279,575,10336,D,是
EMP0971,董畅,运营部,技术序列,M1,本科,西安,2022-08-23,2.9,16445,4323,855,1040,22663,2379,1413,18871,B,是
EMP0972,黄刚,客户服务部,销售序列,P3,本科,西安,2019-01-04,6.5,9427,3315,1103,1341,15186,1594,814,12778,B,是
EMP0973,刘雷,运营部,销售序列,P2,大专,上海,2019-08-13,5.9,11281,4340,1093,759,17473,1834,997,14642,A,是
EMP0974,黄英,技术研发部,职能序列,P4,本科,深圳,2018-10-02,6.8,17567,5432,1487,548,25034,2628,1602,20804,A,是
EMP0975,徐欣,技术研发部,运营序列,P2,大专,西安,2025-04-25,0.2,8262,2701,1125,711,12799,1343,623,10833,B,是
EMP0976,周兵,产品部,销售序列,P6,本科,广州,2016-12-20,8.5,38941,8184,5273,584,52982,5563,3838,43581,C,是
EMP0977,张波,财务部,技术序列,P3,本科,武汉,2019-02-16,6.4,7969,1882,416,784,11051,1160,484,9407,B,是
EMP0978,佘凤兰,技术研发部,职能序列,P3,本科,西安,2021-01-20,4.4,11330,2249,1257,1311,16147,1695,891,13561,A,是
EMP0979,颜淑英,人力资源部,技术序列,P1,硕士,北京,2018-09-25,6.8,7898,1775,685,353,10711,1124,456,9131,A,是
EMP0980,熊玉英,财务部,职能序列,P3,本科,北京,2024-05-31,1.1,17921,3897,1640,1039,24497,2572,1559,20366,B,是
EMP0981,陈霞,产品部,技术序列,P5,硕士,深圳,2021-03-18,4.3,30428,9305,4053,1434,45220,4748,3217,37255,A,是
EMP0982,朱斌,运营部,销售序列,P5,本科,杭州,2022-05-23,3.1,27394,8733,2218,1472,39817,4180,2785,32852,A,是
EMP0983,孙欢,技术研发部,销售序列,P2,本科,上海,2022-11-04,2.7,11332,4912,1635,1055,18934,1988,1114,15832,B,是
EMP0984,周想,技术研发部,技术序列,P2,本科,武汉,2023-06-29,2.0,8705,1816,591,1257,12369,1298,589,10482,S,是
EMP0985,王鑫,运营部,运营序列,P5,本科,成都,2020-04-01,5.3,18148,6215,2110,1429,27902,2929,1832,23141,B,是
EMP0986,汪桂花,人力资源部,销售序列,P7,博士,武汉,2019-10-09,5.7,41200,16281,4829,565,62875,6601,4630,51644,B,是
EMP0987,祁杨,运营部,运营序列,P1,本科,北京,2016-04-27,9.2,9906,3150,745,1553,15354,1612,828,12914,A,是
EMP0988,林海燕,市场部,销售序列,P3,本科,北京,2021-07-17,4.0,17646,3996,1455,476,23573,2475,1485,19613,B,是
EMP0989,牛明,产品部,运营序列,P3,本科,深圳,2019-08-24,5.9,19619,4488,2618,434,27159,2851,1772,22536,B,是
EMP0990,周杰,销售部,产品序列,P6,硕士,杭州,2018-01-14,7.5,34417,5567,4342,933,45259,4752,3220,37287,B,是
EMP0991,蒙春梅,销售部,技术序列,P1,本科,杭州,2021-06-20,4.0,8194,1979,679,1115,11967,1256,557,10154,B,是
EMP0992,范飞,运营部,技术序列,P2,本科,深圳,2018-05-18,7.1,11067,4132,1144,1768,18111,1901,1048,15162,B,是
EMP0993,袁辉,产品部,职能序列,P5,本科,西安,2019-12-24,5.5,23281,3824,1307,1772,30184,3169,2014,25001,C,是
EMP0994,唐萍,财务部,产品序列,P1,本科,武汉,2024-12-11,0.6,5594,1207,396,1280,8477,890,278,7309,B,是
EMP0995,龚颖,市场部,运营序列,P3,本科,北京,2018-11-24,6.6,15493,5606,1527,1376,24002,2520,1520,19962,B,是
EMP0996,辛霞,技术研发部,运营序列,P3,本科,武汉,2019-10-26,5.7,12029,4628,704,1141,18502,1942,1080,15480,A,是
EMP0997,徐淑华,销售部,运营序列,P3,本科,武汉,2019-02-19,6.4,9786,2804,1314,1138,15042,1579,803,12660,A,是
EMP0998,彭伟,技术研发部,销售序列,P3,硕士,上海,2022-09-07,2.8,13171,4733,1604,1477,20985,2203,1278,17504,A,是
EMP0999,刘鹏,客户服务部,销售序列,P3,本科,北京,2023-11-12,1.6,15242,4060,2200,451,21953,2305,1356,18292,B,是
EMP1000,阳雪梅,市场部,产品序列,P2,本科,杭州,2019-02-05,6.4,10715,2121,1278,556,14670,1540,773,12357,S,是
EMP1001,邓浩,技术研发部,销售序列,P4,本科,成都,2022-03-26,3.3,17225,4641,2481,949,25296,2656,1623,21017,B,否
EMP1002,孟峰,人力资源部,职能序列,P5,大专,武汉,2016-02-11,9.4,21077,,2222,1615,31742,3332,2139,26271,B,是
EMP1003,王丽娟,销售部,运营序列,P5,本科,北京,2021-10-17,3.7,37640,16351,4141,451,58583,6151,4286,48146,A,是
EMP1004,杨兰英,运营部,销售序列,P2,本科,武汉,2018-02-21,7.4,6361,1085,939,1221,9606,1008,368,8230,B,是
EMP1005,赵志强,销售部,技术序列,P2,本科,上海,2016-12-16,8.5,10973,3316,1253,1254,16796,1763,943,14090,B,是
EMP1006,任小红,运营部,技术序列,P2,本科,西安,2018-09-15,6.8,7153,1778,379,1692,11002,1155,480,9367,A,是
EMP1007,彭云,运营部,销售序列,P3,本科,广州,2024-01-28,1.4,12564,3800,1537,1359,19260,2022,1140,16098,B,是
EMP1008,田秀芳,销售部,产品序列,P3,本科,北京,2020-07-22,4.9,16413,2580,2306,1005,22304,2341,1384,18579,B,是
EMP1009,王桂花,产品部,销售序列,P4,本科,深圳,2021-06-24,4.0,23000,5609,2979,562,32150,3375,2172,26603,B,是
EMP1010,王秀云,人力资源部,销售序列,P1,本科,广州,2022-03-24,3.3,6493,2570,703,1429,11195,1175,495,9525,A,是
EMP1011,刘秀珍,技术研发部,技术序列,P1,大专,武汉,2024-07-02,1.0,5693,1800,666,1610,9769,1025,381,8363,B,是
EMP1012,李梅,客户服务部,销售序列,P3,硕士,深圳,2018-09-11,6.8,15256,4350,2273,1503,23382,2455,1470,19457,C,是
EMP1013,张宇,客户服务部,产品序列,P4,硕士,深圳,2023-09-29,1.8,18880,4449,1115,672,25116,2637,1609,20870,B,是
EMP1014,陈丽,技术研发部,运营序列,P2,本科,深圳,2021-05-04,4.2,11057,2647,1290,564,15558,1633,844,13081,A,否
EMP1015,高海燕,运营部,运营序列,P4,大专,北京,2023-03-30,2.3,22112,5858,1732,1186,30888,3243,2071,25574,B,是
EMP1016,娄欣,客户服务部,销售序列,P2,硕士,杭州,2023-12-25,1.5,9777,3917,1114,1329,16137,1694,890,13553,B,是
EMP1017,李帅,技术研发部,技术序列,P6,硕士,武汉,2021-07-03,4.0,28106,12371,3113,413,44003,4620,3120,36263,B,是
EMP1018,傅建华,财务部,运营序列,P6,硕士,广州,2021-01-09,4.5,34611,9746,2261,554,47172,4953,3373,38846,B,是
EMP1019,姚丽丽,销售部,职能序列,P2,大专,上海,2024-11-21,0.6,10988,2944,776,1361,16069,1687,885,13497,B,是
EMP1020,孙荣,技术研发部,职能序列,P2,本科,杭州,2016-03-11,9.3,11498,4644,1289,613,18044,1894,1043,15107,B,是
EMP1021,李阳,运营部,职能序列,P3,硕士,武汉,2017-01-16,8.5,8940,2485,561,922,12908,1355,632,10921,B,是
EMP1022,胡东,产品部,技术序列,P2,本科,西安,2019-04-20,6.2,6768,2136,517,637,10058,1056,404,8598,B,是
EMP1023,查丽,客户服务部,技术序列,P4,本科,西安,2018-06-26,7.0,18723,4105,2499,631,25958,2725,1676,21557,A,是
EMP1024,彭利,客户服务部,产品序列,P5,本科,北京,2020-07-14,5.0,28451,10613,2353,960,42377,4449,2990,34938,C,是
EMP1025,栗文,客户服务部,销售序列,P4,本科,深圳,2023-10-04,1.7,17789,5507,1757,1752,26805,2814,1744,22247,C,是
EMP1026,武建平,市场部,技术序列,P5,大专,上海,2018-09-23,6.8,34515,13554,4974,761,53804,5649,3904,44251,A,是
EMP1027,马桂芝,销售部,技术序列,P3,本科,武汉,2019-06-08,6.1,7807,2999,567,1008,12381,1300,590,10491,B,是
EMP1028,周瑜,销售部,销售序列,P2,大专,广州,2023-06-12,2.1,9047,1940,804,1362,13153,1381,652,11120,A,是
EMP1029,郑鹏,产品部,技术序列,P4,本科,武汉,2022-07-10,3.0,18107,6603,2003,881,27594,2897,1807,22890,B,是
EMP1030,邹建军,销售部,销售序列,P3,本科,杭州,2020-02-20,5.4,11119,4336,1395,461,17311,1817,984,14510,B,是
EMP1031,何平,技术研发部,职能序列,P4,本科,西安,2021-04-22,4.2,10700,2716,1499,813,15728,1651,858,13219,A,是
EMP1032,张秀兰,财务部,销售序列,P2,大专,成都,2022-03-17,3.3,6388,1288,904,702,9282,974,342,7966,C,是
EMP1033,梁玲,技术研发部,技术序列,P1,本科,杭州,2021-12-14,3.5,8142,1227,1039,1600,12008,1260,560,10188,A,是
EMP1034,孙淑兰,技术研发部,技术序列,M2,硕士,武汉,2019-11-09,5.6,30871,8806,2248,1428,43353,4552,3068,35733,B,是
EMP1035,丛荣,技术研发部,职能序列,P2,本科,上海,2020-10-08,4.7,10877,2781,570,862,15090,1584,807,12699,B,是
EMP1036,周梅,运营部,销售序列,M2,大专,武汉,2024-05-13,1.1,￥29430,9313,2600,556,41899,4399,2951,34549,B,是
EMP1037,刘萍,产品部,职能序列,M1,本科,武汉,2022-03-04,3.3,20536,4238,1317,1580,27671,2905,1813,22953,A,是
EMP1038,魏畅,运营部,技术序列,P5,硕士,北京,2019-09-16,5.8,39470,16099,4777,920,61266,6432,4501,50333,A,否
EMP1039,徐坤,技术研发部,职能序列,P4,本科,广州,2019-12-12,5.6,17118,3891,1987,1558,24554,2578,1564,20412,B,是
EMP1040,崔建,产品部,职能序列,P4,本科,上海,2023-11-18,1.6,15895,3463,864,1392,21614,2269,1329,18016,B,是
EMP1041,曾玉英,人力资源部,职能序列,P6,大专,武汉,2021-02-01,4.4,25241,7426,3373,491,36531,3835,2522,30174,A,是
EMP1042,彭玉兰,销售部,职能序列,P2,本科,深圳,2019-01-14,6.5,10635,3186,796,1329,15946,1674,875,13397,A,是
EMP1043,王桂花,产品部,销售序列,P3,硕士,广州,2019-06-09,6.1,12344,2648,1150,1612,17754,1864,1020,14870,A,是
EMP1044,周丽丽,运营部,运营序列,P4,硕士,杭州,2018-10-26,6.7,18473,4277,2157,645,25552,2682,1644,21226,B,是
EMP1045,王琴,销售部,技术序列,P3,本科,上海,2018-08-02,6.9,17989,3614,1671,1512,24786,2602,1582,20602,B,是
EMP1046,刘桂荣,财务部,运营序列,P3,大专,杭州,2017-05-09,8.2,15737,,1481,1489,24459,2568,1556,20335,S,是
EMP1047,宋丽华,技术研发部,技术序列,P3,大专,西安,2024-02-02,1.4,9931,3783,561,615,14890,1563,791,12536,B,是
EMP1048,王桂香,技术研发部,产品序列,P4,大专,武汉,2018-02-27,7.3,16298,4705,1469,650,23122,2427,1449,19246,A,否
EMP1049,徐浩,销售部,产品序列,P6,本科,杭州,2019-07-16,6.0,38327,13959,4847,1649,58782,6172,4302,48308,C,是
EMP1050,邓阳,技术研发部,技术序列,P2,大专,杭州,2017-05-04,8.2,10052,3727,1422,1578,16779,1761,942,14076,C,是
EMP1051,寇淑珍,销售部,产品序列,P7,本科,北京,2024-04-30,1.2,66527,12738,6077,1775,87117,9147,6569,71401,B,是
EMP1052,赵丽娟,人力资源部,技术序列,P4,本科,杭州,2022-01-03,3.5,19063,8384,1760,1539,30746,3228,2059,25459,C,是
EMP1053,宋岩,客户服务部,销售序列,P5,硕士,深圳,2024-07-18,1.0,38256,15161,4600,991,59008,6195,4320,48493,B,是
EMP1054,赵宁,销售部,销售序列,P4,本科,深圳,2023-09-27,1.8,17573,3713,2535,1454,25275,2653,1622,21000,C,是
EMP1055,郭荣,客户服务部,技术序列,P5,硕士,广州,2018-01-28,7.4,23904,4920,1833,384,31041,3259,2083,25699,B,是
EMP1056,张英,产品部,销售序列,P1,本科,武汉,2018-02-23,7.4,5514,1034,518,358,7424,779,193,6452,A,是
EMP1057,黄博,运营部,运营序列,P5,大专,成都,2018-06-05,7.1,22444,4298,2908,466,30116,3162,2009,24945,A,是
EMP1058,黄丽,市场部,技术序列,P1,本科,西安,2024-04-13,1.2,6290,2355,697,393,9735,1022,378,8335,B,是
EMP1059,柴秀芳,市场部,技术序列,P6,本科,杭州,2021-06-06,4.1,36642,10659,2237,1613,51151,5370,3692,42089,B,是
EMP1060,叶玉华,运营部,运营序列,M2,本科,杭州,2019-02-06,6.4,29607,11395,3338,1481,45821,4811,3265,37745,A,是
EMP1061,杨强,销售部,职能序列,P2,本科,上海,2024-02-15,1.4,12761,4771,876,842,19250,2021,1140,16089,A,是
EMP1062,王浩,客户服务部,职能序列,P2,博士,北京,2022-08-11,2.9,12950,4291,1308,1633,20182,2119,1214,16849,B,否
EMP1063,王璐,运营部,技术序列,P5,本科,成都,2024-07-10,1.0,16351,5819,1682,731,24583,2581,1566,20436,A,否
EMP1064,陈俊,市场部,技术序列,P2,本科,广州,2021-11-18,3.6,9305,1446,1280,1471,13502,1417,680,11405,B,是
EMP1065,王超,市场部,产品序列,P6,硕士,西安,2022-09-10,2.8,22090,5379,2126,1153,30748,3228,2059,25461,C,是
EMP1066,宋刚,运营部,技术序列,P2,大专,成都,2019年03月5日,6.3,7168,2446,558,1565,11737,1232,538,9967,B,是
EMP1067,胡桂荣,技术研发部,技术序列,P2,本科,杭州,2017-02-15,8.4,8894,1359,650,1608,12511,1313,600,10598,B,是
EMP1068,顾丽,技术研发部,技术序列,M1,本科,上海,2025-05-03,0.2,29446,4708,4046,362,38562,4049,2684,31829,B,是
EMP1069,孙秀英,产品部,销售序列,P4,硕士,武汉,2018-03-06,7.3,14601,5921,979,1319,22820,2396,1425,18999,B,是
EMP1070,李桂珍,产品部,销售序列,P5,博士,北京,2019-04-28,6.2,27486,9763,2544,1584,41377,4344,2910,34123,A,是
EMP1071,王华,产品部,产品序列,P3,博士,武汉,2018-07-20,7.0,11498,2640,790,1417,16345,1716,907,13722,C,是
EMP1072,陈建,技术研发部,销售序列,P4,大专,广州,2020-01-18,5.5,14604,5204,1859,893,22560,2368,1404,18788,A,是
EMP1073,董桂芝,技术研发部,产品序列,P4,硕士,成都,2018-01-04,7.5,15344,5949,1495,1614,24402,2562,1552,20288,A,是
EMP1074,师洁,技术研发部,运营序列,P4,本科,广州,2019-05-23,6.1,15916,3852,1354,918,22040,2314,1363,18363,B,是
EMP1075,郭建华,客户服务部,技术序列,P4,本科,杭州,2016-02-27,9.3,18070,2905,1556,1289,23820,2501,1505,19814,A,是
EMP1076,吕莉,市场部,职能序列,P4,大专,广州,2023-12-10,1.6,18707,8040,2529,801,30077,3158,2006,24913,B,否
EMP1077,潘亮,市场部,销售序列,P3,本科,武汉,2021-12-27,3.5,11050,2801,1164,1702,16717,1755,937,14025,S,是
EMP1078,朱红梅,运营部,运营序列,P2,博士,上海,2017-06-02,8.1,13449,2446,1637,1131,18663,1959,1093,15611,A,是
EMP1079,韩林,技术研发部,产品序列,P5,硕士,广州,2019-01-28,6.4,25228,7506,3524,909,37167,3902,2573,30692,A,是
EMP1080,汪飞,客户服务部,职能序列,P2,本科,深圳,2016-07-05,9.0,11622,4422,1629,1228,18901,1984,1112,15805,S,是
EMP1081,李楠,销售部,技术序列,P4,大专,上海,2016-08-11,8.9,20806,4504,1723,449,27482,2885,1798,22799,B,是
EMP1082,陈旭,技术研发部,销售序列,P2,本科,成都,2022-03-16,3.3,7960,1837,1156,1710,12663,1329,613,10721,C,是
EMP1083,薛婷婷,市场部,运营序列,P4,硕士,北京,2019-04-11,6.2,23686,5277,1243,422,30628,3215,2050,25363,B,是
EMP1084,牟秀云,销售部,产品序列,P4,本科,北京,2023-10-27,1.7,22234,9949,1949,623,34755,3649,2380,28726,C,否
EMP1085,陈淑兰,客户服务部,运营序列,P2,本科,杭州,2017-06-01,8.1,7815,1635,1090,1200,11740,1232,539,9969,A,是
EMP1086,张桂芝,市场部,运营序列,P1,大专,杭州,2023-02-25,2.3,7642,2465,591,1151,11849,1244,547,10058,B,是
EMP1087,郭瑜,财务部,技术序列,P2,本科,深圳,2024-06-10,1.1,11700,5002,904,1291,18897,1984,1111,15802,A,是
EMP1088,龙洋,技术研发部,职能序列,P4,本科,成都,2021-07-03,4.0,13555,2630,1087,1251,18523,1944,1081,15498,B,是
EMP1089,王伟,客户服务部,技术序列,P5,硕士,武汉,2017-02-24,8.4,17594,7763,1957,717,28031,2943,1842,23246,B,是
EMP1090,齐彬,技术研发部,职能序列,P1,本科,北京,2016-02-20,9.4,10299,4472,966,996,16733,1756,938,14039,B,是
EMP1091,王飞,客户服务部,销售序列,P4,本科,北京,2022-06-09,3.1,23826,9896,2922,1542,38186,4009,2654,31523,B,是
EMP1092,杨丹丹,运营部,销售序列,P3,本科,北京,2019-03-10,6.3,15803,3387,2204,594,21988,2308,1359,18321,B,是
EMP1093,赵东,财务部,运营序列,P3,大专,武汉,2021-04-06,4.2,8980,3055,1054,940,14029,1473,722,11834,B,否
EMP1094,张丽,人力资源部,运营序列,P6,博士,北京,2021-05-14,4.1,39435,14916,2778,1771,58900,6184,4312,48404,C,是
EMP1095,杨波,技术研发部,技术序列,P3,本科,广州,2020-12-09,4.6,14731,6567,2110,953,24361,2557,1548,20256,A,是
EMP1096,刘成,技术研发部,职能序列,P3,本科,成都,2019-10-27,5.7,10836,2211,828,1007,14882,1562,790,12530,B,是
EMP1097,冯杨,技术研发部,技术序列,P1,本科,上海,2018-01-25,7.4,7975,3028,518,1116,12637,1326,610,10701,B,是
EMP1098,黄浩,技术研发部,运营序列,P1,本科,上海,2016-07-29,8.9,9062,2280,534,567,12443,1306,595,10542,B,是
EMP1099,韩荣,运营部,技术序列,P2,本科,深圳,2018-10-31,6.7,10114,2049,1075,1058,14296,1501,743,12052,A,是
EMP1100,张淑兰,产品部,技术序列,P1,本科,广州,2021年05月10日,4.1,8095,2237,496,1354,12182,1279,574,10329,B,是
EMP1101,吴雷,技术研发部,运营序列,P4,本科,北京,2017-04-12,8.2,26152,10150,1670,1450,39422,4139,2753,32530,B,是
EMP1102,杨华,客户服务部,技术序列,P3,本科,北京,2025-03-21,0.3,15340,4440,1227,517,21524,2260,1321,17943,B,是
EMP1103,何龙,销售部,职能序列,P3,大专,杭州,2016-09-24,8.8,12620,3928,986,953,18487,1941,1078,15468,A,是
EMP1104,黄丽,客户服务部,技术序列,P2,本科,杭州,2020-06-29,5.0,6841,3068,755,795,11459,1203,516,9740,C,是
EMP1105,崔娟,客户服务部,技术序列,P2,大专,深圳,2021-07-07,4.0,9216,2485,1213,1255,14169,1487,733,11949,B,是
EMP1106,董楠,技术研发部,运营序列,P4,本科,北京,2016-10-30,8.7,18883,6318,2381,550,28132,2953,1850,23329,B,是
EMP1107,郑超,市场部,技术序列,M1,硕士,深圳,2022-06-21,3.0,26381,6847,2011,847,36086,3789,2486,29811,B,是
EMP1108,韦平,运营部,技术序列,P1,硕士,广州,2023-01-22,2.4,6591,1765,491,1220,10067,1057,405,8605,C,是
EMP1109,杨淑英,运营部,职能序列,P6,本科,上海,2023-09-12,1.8,35806,12843,5248,807,54704,5743,3976,44985,A,是
EMP1110,汪勇,技术研发部,技术序列,P4,本科,北京,2016-08-07,8.9,21740,9377,1104,588,32809,3444,2224,27141,A,是
EMP1111,陈秀芳,销售部,销售序列,P4,大专,成都,2017-09-13,7.8,15655,4895,2159,498,23207,2436,1456,19315,B,是
EMP1112,龚倩,技术研发部,技术序列,P3,本科,武汉,2017-09-03,7.8,11058,4207,773,403,16441,1726,915,13800,B,是
EMP1113,冯楠,技术研发部,技术序列,P1,硕士,广州,2025-02-04,0.4,5296,936,766,894,7892,828,231,6833,S,是
EMP1114,王秀荣,人力资源部,职能序列,P1,本科,北京,2022-04-24,3.2,8615,1837,725,1086,12263,1287,581,10395,D,是
EMP1115,谢波,财务部,技术序列,P4,本科,武汉,2019-05-29,6.1,12009,3610,1129,1560,18308,1922,1064,15322,B,是
EMP1116,谢桂荣,财务部,技术序列,P3,硕士,成都,2016-12-14,8.6,11813,1842,1425,1156,16236,1704,898,13634,B,是
EMP1117,汪勇,技术研发部,产品序列,P6,硕士,杭州,2018-10-13,6.7,40208,9081,4373,808,54470,5719,3957,44794,A,是
EMP1118,王阳,销售部,技术序列,P3,本科,深圳,2017-04-30,8.2,13686,4177,1119,627,19609,2058,1168,16383,A,是
EMP1119,邵莉,产品部,销售序列,P2,本科,杭州,2022-04-04,3.2,9058,1399,954,970,12381,1300,590,10491,B,是
EMP1120,刘帅,技术研发部,技术序列,P4,本科,上海,2024-07-28,0.9,20744,4757,2552,1483,29536,3101,1962,24473,C,是
EMP1121,王玉兰,销售部,职能序列,P2,大专,杭州,2020-08-31,4.8,7278,2214,394,1776,11662,1224,532,9906,B,是
EMP1122,陈想,客户服务部,销售序列,P3,硕士,北京,2022-10-19,2.7,￥16905,5442,864,940,24151,2535,1532,20084,C,是
EMP1123,袁倩,销售部,产品序列,P4,硕士,成都,2022-09-07,2.8,14276,6106,1367,688,22437,2355,1394,18688,C,是
EMP1124,顾建国,销售部,销售序列,P6,硕士,杭州,2024-11-12,0.6,41028,14097,2592,626,58343,6126,4267,47950,B,是
EMP1125,芮萍,运营部,产品序列,P5,大专,北京,2022-12-08,2.6,28216,7743,3285,1320,40564,4259,2845,33460,B,是
EMP1126,黄刚,财务部,销售序列,P4,硕士,上海,2018-07-13,7.0,20328,8722,1451,1354,31855,3344,2148,26363,B,是
